 ," Wadäni guiquënë ëme pönente beyë , Tömää baö baacä impa , ante ",awente,True," baï cedinque quingämenque baö ince cënämaï inte onguipoiya pecooque ede cënänipa "
 ," Tömengä weocoo ante cämeyo ocaguincoo nonte badonte wëñate mongëninque pacadeyenta ante ëmontai ",badonte,True," encadeyënongäimpa "
 ," Botö godö cebo ate babetamö ïnïnäni ince waa ",bamonte,True," adäni amïnapa "
 ," Ñöwo ede wedämaï inte waa godinque nö ",bawënente,True," quëwëe , angantapa "
 ," Mänömaï queë ",bemonte,True," odömongä adinque tömengä mïñë pönäni ince Itota ingante pede gopo bei ongonte ënänitapa "
 ," Idegoidi wampo pönente quëwencedänimpa , ante Wengonguï eyedënö edemö cequingää , ante tömengä wänö ",cönonte,True," quëwënongäimpa "
 ," Ayë nantate wewënäni tönö wëne inte quëwënäni ïnänite ente pöninque ",dowente,True," ïnäni tönö cömäïnäni ïnänite tömengä weca ente pönäni adinque tömengä godö cecä ate në wëne wëne ïnïnäni inte tömänäni waa bagadänimpa "
 ," Mänïnö ante wadäni në ëñënämaï ïnäni näni cabo näni cabo wedäni incete mïnitö guiquënë , Mönö ",ëïnente,True," wedö ante mönö Mempo ïñömö ede do ëñengampa , ante pönëninque ede guïñente wedämaï incemïnimpa "
 ," Ïninque mïnitö cati baï yepë ëmonte baï ïnömïni inte weetë ede nong",ëmonte,True," baï badämaï ïedäni "
 ," Æi quëwëninque tömengä wantepiyë coadenta ëöne mänimpoöne itedë woyowotë cënämaï quëwëninque gue ",ënente,True," wegacäimpa "
 ," Tömengä ïñömö Wengonguï Teiyë Waëmö Önöwoca angä ",ëñente,True," beyenque ënengä adinque bitö ïñömö tömengä ingante ee moncebiimpa "
 ," Ede tömënäni tömo cente baï Wengonguï nänö nö entawënö ente edemö ",entawente,True," tocedänimpa ,” ante Itota apënecantapa "
 ," Weetë wade ñëmente wo ",ëwente,True," baï cedinque tömengä në ontapocoo weëincoo baï ïnäni ïnänite cöwë becoyömö iya tangä gonte wecedänimpa ,” ante Wäö apënegacäimpa "
 ," Ayë Itota mänïñömö pöninque Pegodo oncönë pö guiite ayongä Pegodo nänöogengä wäänä daicawo ",gawente,True," möïmoga öñongä acantapa "
 ," Tee mönecä ïninque ede bitö godonte ëinta tömanta pönï pede ",godonte,True," tabaïmipa , ante ämo ëñëmaïmipa ,” ante Itota apënegacäimpa "
