 ," Mönatö quïëmë ",ämöna,True," cebi waa tobaïmönapa ,"
 ," “ Pancadäniya , Wengonguï beyë në ",apënemöni,True," ïmönipa , ante në babe apënedäni ïñönänite mïnitö gomö ate tömënäni ïnänite ëñënämaï ïedäni "
 ," Ñöwo guiquënë Codito beyë në apënedäni tönö mönitö tömengä nänö në da godönïmöni teiyë waëmö ",bamöni,True," ïñömönite Wengonguï Önöwoca mänïnö ante edonque odömonte apënecä ëñëmönipa "
 ," Tömëna ïñömö , Waodäni taadö godämaï incedänimpa , ante wee cecete ante në pïinte ",cedöna,True," inte ede ,"
 ," Tömëna ïñömö ñäö apäite baï ",ëmöna,True," inte Itota tönö godongämë apënedatapa "
 ," Äninque ede wëñengä beyë cenguï angä ",godöna,True," cengantapa "
 ," Në geye dadöwëna ",ïnöna,True," inte tömëna ñöwo dicamöñë epënë wo guitodonte dadöwëñöna Itota gote acantapa "
 ," Ïninque ede ecänö mänincaa mënonte baï ",odömöna,True," tömengä töingä mënonte baï nö ëñente odömonte apënequënengä ingampa "
 ," Awënë Pidato ïñömö tömënäni ïnänite äninque , — Mënaa ",ongöna,True," ïñönate mïnitö ecänö ingante ämïni ñimpo cebo goquingää "
 ," Ayë , “ Mänïñedë woyowotë ï ïninque mënaa äñömonque ",öñöna,True," adocanque ingante bei ongonte goyönäni adocanque ingante ëmö cete godäni a ongoncecäimpa "
 ," Mönö Awënë tömengä nänö në da godönïnäni ïñömö tömengä ingante äninque , — Wedenque pönëmöni ïñömönite bitö pönö cebi ëninque mönitö edemö wede ",pönëmöni,True," bacemönimpa "
 ," Angä ëñëninque cömäwaingä , Botö ïmote wabänö ",pönöna,True," enguïmo , ante pönëninque ëëmö ayongä"
 ," Wadäni näni tede baï ",tedemöni,True," ëñente wemïnitawo "
 ," Ïninque oncönë owote baï ",tomöni,True," ince oncönë owodämaï inte baï wemöni ince mönitö , Mönö Awënë waa tocecäimpa , ante cedinque cöwë nö cete quëwëmönipa "
 ," Wengonguï Codotedo pönö cecä beyenque tömëna inguipoga quëwënäni ïnänite adinque mënaa go mënaa ïñönänite adocanque ingante wënöninque ayë wadäni mënaa go mënaa ïñönänite adocanque ingante wënöninque nanguï ïnäni ïnänite në ",wënöna,True," badatapa "
 ," Mönitö ïmönite tömänö mämö mö ongonte baï cedäni ",wemöni,True," ince gueogë godämaï ïmönipa "
