 ," Gue ënente weyongä wëne awënë , Wëne wëne cee , ante në ",änewengä,True," ïnongä inte Itota weca pöninque , — Bitö Wengonguï Wëmi ïmitawo "
 ," Ïninque ede ecänö mänincaa mënonte baï odömöna tömengä töingä mënonte baï nö ëñente odömonte ",apënequënengä,True," ingampa "
 ," Ede , Itota ebänö ïñontobë päö nanguï pönï pönö ",badongä,True," , ante në adïnäni incete tömënäni mïmö ömedë ïnäni inte baï wïï pönente wegadänimpa "
 ," Æite ongöñönäni ede Itota awinca tömënäni ayönäni ede wïï cöwë nänö ëmönö baï waëmö pönï ñäö baï ede ëmongä ",bamongä,True," adänitapa "
 ," Tömengä tï nämë në nanguï ",bewengä,True," ïnämaï incecäimpa "
 ," Në tedecä ïñömö tömengä , Æbänö ante tedeboo , ante tömengä önonguënëwa cöwë wee aadinque tömengä wëne wëne änämaï ïninque nöingä ",cebaingä,True," ingampa "
 ," Yedëmadä ingä adinque Ootee cöwë nö ",cedongä,True," inte , Pïinte änäni wece we , ante wedinque , Awëmö pango ceceboimpa , ante pönengantapa "
 ," Waocä mempocä ingante waa cequënengä ïñongante wäänä ïnante adobaï waa ",cequënengä,True," ïñongante mïnitö weetë wee äninque , Waocä wempocä ingante wäänä ïnante ïïmaïnö ante apënececäimpa , änewëmïnipa "
 ," Æyedënö ponguingä , ante në mönämaï ongongä ïñömö tömengä wänö ",cönongä,True," baï ïnongä inte nänö toquinque "
 ," Quïëmë ",ëïnengä,True," adinque bitö godömi engä ate botö bitö weca adodö pöninque bitö godönimpo adopo weetë pede pönömo encebiimpa , ante gocampa "
 ," Tömengä ïñömö tëï ",ëmongä,True," ëwocadongä ïñongante botö weetë wedämo ïnömo inte tömengä awencata ince edö cete godö ente nëëmaïmoo "
 ," Tömengä ïñömö Wengonguï Teiyë Waëmö Önöwoca angä ëñente beyenque ",ënengä,True," adinque bitö ïñömö tömengä ingante ee moncebiimpa "
 ," “ Ayë weetë ede , ‘ Botö Wengonguï cöwë quëwengä baï botö änö cöwë baquïnö anguënë , ante ämi ïninque Wengonguï ",ëñengä,True," beyenque bitö änïnö ante cöwë cedinque bitö wadö cedämaï incebiimpa ,’ ante Möitee wodi dodäni ïnänite angacäimpa "
 ," Botö ïmote në cequingä incecäimpa , ante botö në apente ",ënongä,True," ïñömö a ongongä aedäni "
