x, Cëwipa bede nëënimpa wä ,tadämaï,True, ïnäni baï waocä wewengä ïñongante tömengä adobaï në wewengä ingante wido cedämaï ingampa 
x, Mänincoo mïni acoo ince tömanca be ,tadäni,True," weenca adinque panguïmë panguïmë godinque dica adocaque pönï ince wënömëneca ongönämaï ingëimpa , ante apënegacäimpa "
x, Mänïñömö ponte quëwëñongä onquiyengä Cänaäme në ëñate pedingä inte adoyömö quëwente ,tadinque,True, tömengä weca pöninque aa pecantapa 
x, Wäänë guiidinque tömëna ïnate adämaï ïnäni inte oodeoidi weetë oncö në ëacä Yatönö ingante yao ongöninque wadäni në pönënäni ïnänite yao ongonte wëä ,tadö,True, mäo tömënäni näni quëwëñömö awënëidi weca ente godänitapa 
 , Mïni pönencabo waëmö pönï mïni entawenguinque päö yede empoquï wido cete baï cedinque në wïwa cedongä ingante da ,tadömïni,True, gocecäimpa 
 ," Æcänö Itota ingante Ao ante , Mönö Codito ingampa , äna ëñëninque ede , Mönitö odömöincönë ongönämaï incebiimpa , ante tömengä ingante da ",tadömöni,True," tao gocecäimpa , ante godongämë pönente apënedönänimpa "
 , — Mïnitö waocabo ïñömïnite adocanque tömengä wëñengä onguïñengä ince tömengä wagada onguïñengä ince epë ante näni ëë wodïñömö goyë guiicä ïninque mempocä ïñömö guëmanguïöne ïñonte ede dice töö ,tadönämaï,True, inguingää 
 , Angä godinque pongä adinque yowementacodë në aadäni guiquënë në ence pöningä ingante bei ongonte tei tei päninque ömepocä da ,tadönäni,True, gocantapa 
 , Tömënäni tömengä ingante da ,tadönänipa,True," , ante tededäni ëñëninque Itota tömengä ingante ante diqui diqui minte gote adinque "
 ," Itota ïñömö Wengonguï oncö ñënencönë yabecönë pö guiidinque mänïñömö mäincoo mänäni tönö wadäni në godonte ënäni tönö ongönäni adinque tömengä tömänäni ïnänite , Oncodo taoedäni , äninque da ",tadongä,True, oncodo tao godänitapa 
 , Angä ëñëninque Timönö Pegodo wipodë pö guiidinque dicamö ente ëmönaiya wëä ,tadongantapa,True, 
 ," Ayë në cedönäni tönö oodeoidi awënëidi wee wänönäni gongapamö ootoquï , ante näni ",tadönï,True, gäänë adiyë ongonte ootodönänimpa 
 , Ïïmö ate padata näni godonte ëinta mentaa ,tadöninque,True," mänincönë në aacä ingante pede godöninque , Bitö në nangë badingä ingante waa cee "
 , Ayë waa pönï mäincoo da wente ate ,tadonte,True, ënäni baï cedinque në waa cecä ïñömö mïmönë waa pönï nänö entawënïnö ante pönëninque waa pönï tedete waa cecampa 
