 ," Ayë nämanque apënedinque botö , Botö cenguï tönö mäincoo nanguï wadepo ba beyë eyepë mänïmo inte botö ",guëmanceboimpa,True, 
 ," Ede mäincoo teëmencoo mö paate wadäni önönancapë cö cedancapënäni baï cedinque tömënäni , Wadäni ",guëmancedänimpa,True," , ante cedämaï ïnäni inte önompogonca adopogoncaque ince gä ënancapënämaï ïnänipa "
 , “ Teëmë mongente baï nangë batawëmïni ïninque mïnitö botö weca pömïni ate botö weetë teëmë mongente mïni wewënö ante ö ëmo ate mïnitö weetë gance pönente ,guëmancemïnimpa,True, 
 , Tömengä nänö ñimpo cete guëmangaï baï waocä ïñömö Wengonguï nempo guiidinque në ,guëmangä,True," ïñömö adobaï tömengä nänö cequënënö ante , Tömänö do cetimpa , ante adinque ñimpo cedinque guëmangampa "
 , “ Önompo ëmempoque go adoöneque ïñonte ïinque cedinque ïïmö weiyö ñimpo cedinque Wengonguï ,guëmangacäimpa,True, 
 ," Incete , Guëmanguïöne impa , ante wedinque waöne ate näni goquinque tömënäni Wengonguï nänö wee angaïnö baï cedinque täno ",guëmangadänimpa,True, 
 , Tömengä nänö ñimpo cete ,guëmangaï,True," baï waocä ïñömö Wengonguï nempo guiidinque në guëmangä ïñömö adobaï tömengä nänö cequënënö ante , Tömänö do cetimpa , ante adinque ñimpo cedinque guëmangampa "
 ," Tömengä nänö ñimpo cete guëmangaï baï waocä ïñömö Wengonguï nempo guiidinque në guëmangä ïñömö adobaï tömengä nänö cequënënö ante , Tömänö do cetimpa , ante adinque ñimpo cedinque ",guëmangampa,True, 
 ," Änäni ëñëninque Itota , Ancaa änäni awedö , ante wewente badinque öö öö ante ",guëmangantapa,True, 
 ," Mänömaï ï ïninque , Adocanque ince mänömaï cete të go weënämaï incecäimpa , ante wee cedinque mönö tömämö , Wengonguï nempo guiite mïmönë ",guëmangëimpa,True," , ante nanguï cecëimpa "
 , Mänömaï beyë mïni pönencabo tömämïni tömengä nempo guiidinque ,guëmanguënëmïni,True," ïñömïnite adocanque ince oda cedämaï incecäimpa , ante cedinque mönö godongämë waa adinque wee aacëimpa "
 , Ede Wengonguï nempo mönö ,guëmanguënënö,True, ante botö äninta adotaa ïïmaïnö ante yewëmonte ongö baï batimpa 
 , Ayë mönö ,guëmanguïmämo,True, adocä pönongä guëmämompa 
 , Inguipoga ecönënö guiidinque ,guëmanguïmoo,True," , ante Wengonguï angampa "
 , ﻿ Mänïñedë ,guëmanguïöne,True, ïñonte Itota tömëmoncodë teceguedencodë gocantapa 
 ," “ Waocä baönë owote ate tao godinque wëne ïñömö ede , Quingänö baönë go guiidinque ede ",guëmante,True," quëwenguïmoo , ante diqui diqui minte ayongä önömeca to aminte ï ate wedinque ede ,"
