x, Awencabo weiyongä ñöwo pönï gote cedïnäni ïnänite ede täno godömi ënäni ate weetë ,wëënë,True, gote cedïnäni ïnänite ede ayë ate godömi encedänimpa 
 ," Incete botö wedenque apënete pönömenque ceyömote ecämenque ince , Pabodo godömenque waa pönï cecampa , ante änämaï incecäimpa , ante wee cedinque botö waa cegaïnö ante tededämaï inte ede pe ",wëënebopa,True, 
 , Pe ,wëënecä,True, adinque tömengä mïñë në godäni guiquënë tömengä weca pöninque wee apënedänitapa 
 , Weetë mönitö weca pöninque awincadö awinca adinque tömengä guïñënete wedinque pe ,wëënecampa,True," , ante pönëmïnitawo "
 , Ante mänömaï aa pecä wedinque Itota pe ,wëënecantapa,True, 
 , Codito ingante mïni pönencabo weca në ëñente adodö apënequënengä de angä ïninque ede wadäni näni tede baï në tedeïnente wecä ïñömö weetë ee adinque tededämaï inte pe ,wëënececäimpa,True, 
 , Ede guïñënete mönö pe ,wëënecëimpa,True, 
 , Pe ,wëënedämaï,True, incebiimpa 
 , ﻿ Pe ,wëënedäni,True, adinque tömengä mïñë në godäni godongämë ongönäni nanguï ïnäni tönö ongöñönänite Itota tömänäni ïnänite apënegacäimpa 
 , Mänömaï Itota nänö nö änïnö beyë pe ,wëënedänipa,True," , ante tededäni ëñëninque Paditeoidi weetë godongämë pönänitapa "
 ," Tadoteoidi guiquënë , Ædö cete gomonga anguïï , ante ede pe ",wëënedänitapa,True, 
 , Ïninque tömengä mïñë në godäni në adïnänique inte pe ,wëënedinque,True, tömënäni näni adïnö ante mänïñedë wadäni ïnänite apënedämaï ingadänimpa 
 ," Mïnitö ïñömö botö ïmotedö ante apënedinque , Codito ïnongä ingampa , ante gode änämaï inte ede pe ",wëëneedäni,True," , angacäimpa "
 ," Ante äñongä ede tömänäni , Mönö edö cete weetë anguïï , äninque ëñënämaï inte ede pe ",wëënegadänimpa,True, 
 , Äninque tao yabedemö gäänë gongëñongä tawadiya ,wëënengä,True, petapa 
 ," Bitö ïñömö tömënäni näni , Pönö waa acedänimpa , wedö baï wedämaï inte ede pe ",wëënete,True, godöe 
 ," Tömengä weetë , Apocënë ïedäni , ante önompocaque compo cecä adinque pe ",wëëneyönäni,True, tömënäni ïnänite apënecantapa 
