 ," — Awënë , Bitö Ao ämi inte wade ",caabi,True, ïninque botö waintai baabaïmopa 
 ," Angä incete në baadingä weetë wade godinque ëñënämaï inte gode ä gode ä cedinque ede , Itota wade ",caacä,True," waintai baaboï aedäni , ante mäo tedecä ëñënänitapa "
 , Ïingä ïñömö në nangë bate öñongä weca pöninque tei tei pänäni nänö ebäadïñömö oguinguipë tönö yowepë tï nämë biïnömë näni ämë gao caadinque weocooca wïni ,caacampa,True, 
 , Adobaï Wengonguï beyë në apënegaingä Editeo wodi quëwengäñedë Idegobe ëmontai në baadäni nanguï ïnäni ïñönänite Wengonguï tömënäni ïnänite wade ,caadämaï,True, inte weetë ede Tidiabe quëwengä Näämäö ingante wade caacä waintai baagacäimpa 
 ," Apodo guiquënë , Cöñe bate pecëimpa , ante epë gao ",caadäni,True, baï cedinque mïnitö ïmïnite godömenque nanguï odömonte apënecä ëñëmïnitapa 
 ," Ayë , Wengonguï quï , ante baö godöninque waodäni baonga tepë gao ",caadänipa,True, 
 , Äñongante Itota pede weempo gampo ,caadinque,True," , — Ao ämopa "
 , Baate ïnäni ïnänite godö wade ,caamïni,True, waintai baacedänimpa 
 , Ede Wäö ïñömö nänö ,caate,True, wenguinque Edode ingante ïïmaïnö ante do wee äningä ïnongäimpa 
 ," Pidato nänö të contayömö ïñömö , Dicacoo ayadi baï näni ",caayömö,True," impa , ante näni äñömö ïninque ebedeo tededö , Gabata , näni äñömö ïnönimpa "
 , Ïninque tömënäni Pabodo weocoo wade cecadoquincoo ince padëincoo ince ëninque wëne wëne ïnäni ïnänite ente mämö wo ,caayönäni,True, waa badänitapa 
