 ," Itota ingante apënedinque wëne awënë , — Bitö botö weca ede weëninque , Tatänabi bitö Wengonguï Awënë baï ïnömi ïmipa , ante watapë ",apënebi,True, ëñëmoe 
 ," Ayë onquiyengä pämente goyongä wacä onguïñengä tömengä ingante godö möninque adobaï në towengä bacampa , ante ",apënebo,True," ëñëmaïmïnipa ,” ante Itota apënegacäimpa "
 ," Bitö öönedë Awënë ingaïmi inte inguipoga Awënë adobi ïnömi inte ede mänömaï cebipa , ante adinque botö bitö ïmite waa ate pönëninque ",apënebopa,True, 
 ," Äñongante , — Oodeabe ïñömö Bedëë näni quëwëñömö mänïñömö ëñacecäimpa , ante Wengonguï beyë në ",apënecä,True," ince ïïmaï ante yewëmongacäimpa , ante apënedänitapa "
 ," Incete , Wengonguï ïïmaïnö ante ",apënecampa,True, 
 , Idewaa adinque tömënäni möwocodë wïïmöñönänite wacä ponte ,apënecantapa,True, 
 ," “ Wengonguï ebänö cecää , ante botö inguipoga quëwënäni näni ceïnö ante odömöninque botö ïñë ënete ",apëneceboimpa,True, 
 ," Botö Önöwoca ingante da pönömo ente ëwocadinque botö ïmo në cecä ïñömö , Botö nö cete apente anceboimpa , ante tömengä oodeoidi ïnämaï ïnäni ïnänite mäo ",apënececäimpa,True, 
 ," Ïninque bitö , Mönö adoyömö ante ",apënecëimpa,True," , ante waoda mënaa ïnate ämi ince adocanque ingante ämi ince ecämenque bitö tönö goda tömengä adoyömö ante nöïnö ante apënececäimpa "
 ," Ayë , Awënëidi tönö në ëñënämaï ïnäni adobaï ëñencedänimpa , ante cedinque botö ämo ëñëninque mïnitö ïmïnite mäo pancabaa awënëidi gobedönadodoidi weca ayë tömäme awënëidi odeyeidi weca gönönäni gongëninque mïnitö botö beyë ",apënecemïnimpa,True, 
 ," Ede mïnitö gote ebänö wëñë ingante apënemïni baï botö adobaï ede gote ede weëninque ede , Wengonguï Awënë ïmidö anguënë , ante watapë ",apënecete,True," ante ämopa , ante Edode önonque ante pönëninque apënegacäimpa "
 ," Ayë mänïnö ancete ante mïnitö Wengonguï ëmöwo ante apënedämaï ïmïni incete mïnitö , Ööne tëï ongö baï impa , ante ",apënedämaï,True, ïedäni 
 , Ante ,apënedäni,True," ëñente wedinque Edode weetë në nö ëñënäni ïnänite awëmö äñete pönäni ate , Nëmö eyedënö mä pönï tamö amïnitawo "
 ," Mänïnäni guiquënë , Botö apënebo adinque waodäni pönö waa acedänimpa , ante pönëwëninque mïnitö odömöincönë go guiidinque në gongëninque Wengonguï ingante ",apënedänipa,True, 
 ," Äñongante , — Oodeabe ïñömö Bedëë näni quëwëñömö mänïñömö ëñacecäimpa , ante Wengonguï beyë në apënecä ince ïïmaï ante yewëmongacäimpa , ante ",apënedänitapa,True, 
 , Godäni ïninque ede Ootee wïïmöñongä Wengonguï anquedo ingante da pönongä ponte ,apënedinque,True," , “ Edode do Wëñengä ingante wënoncete ante diqui mincecäimpa cebii "
 , Wengonguï nänö ,apënedö,True, tömäne ëñente cedinque waocä cenguï cente baï quëwencecäimpa 
 ," Incete tömänäni , Wengonguï beyë në ",apënedongä,True," Wäö ingampa , ante tededäni ëñëningä inte Edode , Botö ïmote pïïnäni wece we , ante guïñente wedinque Wäö ingante wënönämaï inte ata cepodongäimpa "
 , Ayë mïnitö ïmïnite në togente pänäni beyë ante Wengonguï ingante ,apëneedäni,True, 
 ," Ïninque , Näatadënö ingampa , ante pemoncedänimpa , ante Wengonguï beyë në apënegaingä nänö angaïnö baï cedinque wadäni ñöwo mönö Codito ingante , Näatadënö , ante pemonte baï ",apënegadänimpa,True, 
 , Tömengä ingante adinque weetë adodö pöninque ,apënemïni,True, ëñëmoedäni 
 , Mönö waocabo tömämö në babe ,apënemö,True, ïñömonte Wengonguï ïñömö nö pönï cecä ingaïnö anguënë 
 ," Ayë tömengä Önöwoca pönö cecä ente ëwocadinque mönö guïñënedämaï inte ede , Mempo , botö Wempo , ante ",apënemompa,True, 
 ," Ayë guidiegoidi mänïñömö quëwënäni ïnänite odömonte apënebo ëñencedänimpa , ante ",apënequingää,True, 
 , ﻿ Mänïï änanquidi ongöninque ïinque ,apënete,True, weengä adinque teiyënäni tömengä mïñë weengadänimpa 
 , Mönitö wayömö wayömö gote möni ,apëneyömö,True," mönö Awënë nänö angaïnö ante nanguï ïnäni quingë ëñencedänimpa , ante apëneedäni "
 , Ante ,apëneyönäni,True," Itota tömënäni ïnänite weetë , — Näwangä ämopa "
 , Wäö ayë ,apëneyongä,True," Itota ïñömö Gadideabe quëwëninque , Wäö botö ïmote epënë guidongä guiiceboimpa , ante cedinque Oododänonga pongantapa "
