x, Itota ïñömö në gongëninque äñecä ,pöna,True," adinque , — Mïnatö ïmïnate quïnö cebo ämïnaa "
 , Apënedäni ëñëninque ede në godönäni ñënënäni guiquënë në aadäni näni Picencabo tönö ,pönë,True," cöninque godongämë Ao äninque tontadoidi në wee wänönäni ïñönänite tiguitamö padatamö bacoo godöninque ,"
 , Mïmönë mönö ,pönëmämo,True, eyede tate baï tao godedinque mönö mänïmämoque ante pönëninque tedemompa 
 ," Ayë , “ Mänömaï beyë bitö , Wengonguï quï , ante näni iya täïmoga godoncete ante tece cedinque , Æ , botö tönïñacä ingante ede wëne wëne cebo pïingampa , ante ",pönëmi,True," ïninque ,"
 ," — Timönö , ebänö ante ",pönëmii,True," , angantapa "
 , Mïnitö guiquënë mïnitö ïmïnite në waadedänique ïnänite waadete ,pönëmïni,True, ïninque mïnitö mïni cedïnö beyë ante dice paga enguïmïniyaa 
 ," “ Wengonguï , Ïïmaï ceedäni , ante Möitee wodi ingante angä ëñëninque tömengä nänö wee yewëmongaïnö ante ayë Wengonguï beyë në apënedäni näni yewëmongaïnö ante mïnitö , Mänïnö ante Itota wido cecete ante pongampa , ante edö cete ",pönëmïnii,True, 
 ," “ Në cömäingä nänö wëne wëne cedïmämo ante do ñimpo cetimpa ,” ante botö Wengonguï baï ämo ëñëninque mïnitö guiquënë , Wengonguï ingampa diyë mänömaï cequingää , ante ",pönëmïnipa,True, 
 ," Ayë apënedinque Itota , “ Inguipoga quëwënäni piyënë cete weetedö weetë cedämaï inte quëwencedänimpa , ante cecete ante Itota ïmeca pongaingä ingampa , ante mïnitö ",pönëmïnitawo,True, 
 , — Ïïnäni botö weca ongönäni ïñömö mëönaa go adoöneque ïñonte botö weca ongöñönäni tömënäni cenguï ömepodäni badäni ate wedinque botö tömënäni tönö godongämë wete baï nanguï ,pönëmo,True, ïmopa 
 , Weetë mäningä onguïñengä ïñömö Itota ïñömö tömengä nö pönï nänö entawënö ante pönongä ente entawëmö beyenque mönö në ,pönëmö,True, tömämö weetë Wengonguï ayongä ede nö cete quëwëmö ïnömö ïmompa 
 ," Incete tömengä adocanque Wengä Wengonguï weca në quëwënongä inte , Mempo ebänö ingaingä ingää , ante tömengä odömongä ate ",pönëmompa,True, 
 ," Mönö Awënë tömengä nänö në da godönïnäni ïñömö tömengä ingante äninque , — Wedenque pönëmöni ïñömönite bitö pönö cebi ëninque mönitö edemö wede ",pönëmöni,True, bacemönimpa 
 ," Mänömaï ceda incete mänïñömö quëwënäni pancadäniya , Oodeoidi baï pönëmönipa , äñönänite wadäni guiquënë , Itota da godongä në pöna baï ",pönëmönipa,True," , ante pancadäniya wadö pancadäniya wadö cedänitapa "
 , — Ïïnäni botö weca ongönäni ïñömö mëönaa go adoöneque ïñonte botö weca ongöñönäni tömënäni cenguï ömepodäni badäni ate wedinque botö tömënäni tönö godongämë wete baï ,pönëmopa,True, 
 ," Godongämë mönö poncabo tönö pongä ïmaingampa , ante ",pönëna,True," inte taadö tömää itedë pöninque tömëna guiidënäni weca tömëna ëmigoidi weca diqui diqui mince ceyöna ,"
 ," Ayë nämä wee äninque , ‘ Mönitö adomönique docä Abadäö wodi pëïmöni inte möni quëwenguinque ïmönipa ,’ ante mïni tedewënö ante ",pönënämaï,True, inguënë quëwëmïnii 
 , Weetë ede wëñënäni näni pönënö baï në ,pönënäni,True, ïnänite weetë bitö edonque odömömi adinque do ëñënänipa 
 , Ïñempa odömäno awënë beyë në ëwënäni ince mïnitö waadete pönenganca adoganca cedinque tömënäni ïnänite në waadete pönënänique ïnänite waadete ,pönënänipa,True, töö 
 ," Ante në aaquënënäni näni ceïnö ante odömöninque Itota apënecä ëñente wedinque në odömönäni tönö , Wengonguï quï , ante në godönäni ñënënäni ïñömö , Ïñempa mönö ïmonte pïinte angä awedö , ante ",pönënänitapa,True, 
 , Incete dicabo tëïmö ï baï bitö nö änïnö ïñömö ede tëïne ï ïñonte botö mänïmoga tëï mënonte baï pönö badömo ate mïnitö mïni ,pönencabo,True, bacemïnimpa 
 ," Mänömaï Awënë Wengonguï ingampa , ante adinque bitö mïmö entawente tömengä ingante waadedinque önöwoca ëwocabi inte edemö waadete ",pönencebiimpa,True, 
 ," Mänïnä botö badä ïnampa , ante ",pönenceboimpa,True," , ante Itota apënegacäimpa "
 , Botö ïmote në waadete pönengä ingante botö Mempo näëmë waadete ,pönencecäimpa,True, 
 , Ede Wengonguï tömënäni ïnänite waadete godö cecä ate tömënäni wampo ,pönencedänimpa,True, 
 , Ñöwomïni ,pönencemïnimpa,True," , ante adobaï cedinque Wengonguï botö Waobo ëñagaïmo ïñömote adobaï angä quëwëmo acemïnimpa "
 , Waodäni ïnänite godömenque waadete ,pönencete,True, ante cecebiimpa 
 , Mönö idegocabo ïñömonte mäningä wede ,pönengä,True," ingä baï adocanque ince ede de angä awedö , angantapa "
 , Mönitö apënemöni tömënäni näni ëñënö ante ede ecänö ëñente ,pönengää,True, 
 ," “ Wengonguï nöingä ante apënecampa , ante Abadäö wede ",pönengacäimpa,True, 
 ," Ayë , Wengonguï angä ëñente näni yewëmongaïnö nö impa , ante pönënäni inte ayë Itota tömënäni ïnänite nänö änïnö ante adobaï ",pönengadänimpa,True, 
 , Weetë Abadäö wodi nänö wede ,pönengaï,True," baï adobaï wede pönëmö ïñömonte mönö tömämö ïmonte Wengonguï , Cöwë pönömo encemïnimpa , angacäimpa "
 , Weetë tömengä ingante do adinque në ,pönengaïmo,True, inte botö ïñömö ede tömengä nänö angaïnö baï në cebo ïmopa 
 ," Baäne ate Itota , Gadideabe ante goceboimpa , ante ",pönengäimpa,True, 
 , Ïninque ede mänïöne todee mïido ganca ïnäni mänimpodäni wede pönëninque do ,pönengaïnäni,True, tönö adocabodäni bagadänimpa 
 , Itota ëmïñënäni adocanque ïñömö Itota nänö në waadete ,pönengaingä,True, ïnongäimpa 
 , Pabodo mänömaïnö ante apënecä ëñente wedinque Paditeoidi tönö Tadoteoidi dodäni näni ,pönengaïnö,True, ante weetedö weetë änewëninque Paditeoidi nänënë Tadoteoidi nänënë näni cabo näni cabo badänitapa 
 , Ede waocä mïmönë nänö entawente taodïnö beyë wïwa ante ,pönengampa,True, 
 , Ïñempa odömäno awënë beyë në ëwënäni ince mïnitö waadete ,pönenganca,True, adoganca cedinque tömënäni ïnänite në waadete pönënänique ïnänite waadete pönënänipa töö 
 ," Yedëmadä ingä adinque Ootee cöwë nö cedongä inte , Pïinte änäni wece we , ante wedinque , Awëmö pango ceceboimpa , ante ",pönengantapa,True, 
 , Itota Codito mönö ïmonte nanguï waadete ,pönengantawo,True, 
 , Godömenque ïïmaï ante mönö ,pönengëimpa,True, 
 , Incete Cönäö wodi mä pönï nänö cegaïnö ante adinque mïnitö ,pönenguënëmïni,True, ïñömïnite mäninque mïni aquinque ante odömonte ingëimpa 
 ," Ayë , “ Mänömaï beyë mönö Wengonguï pëïmö ïnömö inte ede ïïmaïnö ante wïï ",pönenguënëmö,True, ïmompa 
 ," Onguïñënäni ïñömö adobaï tömënäni , Botö baö , ante näni pönë baï tömënäni nänöogënäni ïnänite adobaï waadete ede ",pönenguënënäni,True, ïnänipa 
 , Weetë wacä ingä wacä ingä waadete mïni ,pönenguënënö,True, ante ede godongämë cöwë waadete pönenguënëmïni ïmïnipa 
 , Mönö ebänö waadete ,pönenguïï,True," , ante pönëninque mönö waa adoncoo ante adobaï pönëë cöedäni "
 ," Ïninque Wengonguï cecä beyenque öönedë mïni quëwenguïnö ante ebänö ï , ante apënebo baï edö cete ",pönenguïmïnii,True," , ante apënecantapa "
 , Weetë tömënäni botö angaïnö ante apënedäni ëñente pönëninque wadäni në wede ,pönenguïnäni,True, ïñönänite botö ïïnäni beyë ante adobaï bitö ïmite apënebopa 
 , Ayë tömengä inguipoga në badongaingä ïñongante inguipogaque quëwënäni weetë Baa äninque tömengä ingante edö cete ate baï ,pönenguïnänii,True, 
 , Botö Mempo adocä ingante waadete ,pönenguingä,True, ingampa 
 , Mënaa ïnate ñimpo cete änämaï ingä adinque në godongä ingante ecänö godömenque nanguï waadete ,pönenguingää,True," , ante pönëmii "
 , “ Mïnitö ïñömö ede ñöwoöne mïni gänë ,pönenguinque,True, botö ïmote edonque pönï adinque Ao ämïni baï waa incedönimpa 
 , Ayë ëñënämaï inte näni cepämo godömenque yebente baï nanguï ba ate wedinque në ,pönënïnäni,True, inte wodo tömänäni ede Baa äninque waadedämaï bacedänimpa 
 ," Ede , “ Tömengä weocooque gampote waa bawënëmote ,” ante ",pönëningä,True," inte ,"
 , Mïnitö ïmïnite botö waadete ,pönënïnö,True, baï mïnitö adobaï wacä ingä wacä ingä waadete pönëedäni 
 , Ante önöwënenque ,pönëninque,True, möwocodë wïïmöñongä Wengonguï tömengä anquedo ingante da pönongä pöninque anquedo ïñömö ïïmaï angantapa 
 , Bitö ,pönënö,True, baï do bacëimpa 
 ," Ïninque mïnitö , Itota në Codito ingampa , ante mïni pönencabo ïñömö tëï ëmömïni badinque mänïmoga tëï ongonte baï wede ",pönëñömïnite,True, në tëï pïñënäni tadömengadenguipo owote ta pönäni ince edö cete godömenque mämö be taquïnänii 
 , Tömengä ponte a ongongä beyë gance ,pönëñömönite,True," tömengä , Coodintoidi botö ïmote waa cedäni adinque botö weetë gance pönentabopa , ante apënecä ëñente mönitö godömenque totamönipa "
 , Ante ,pönëñönäni,True," Itota tömënäni näni pönëwënö ante önöwëninque do ëñëninque ede , — Mïnitö mïmöno quïmë wïwa ante pönëwëmïnii "
 ," Tömengä ingante në pepogadongä ïñömö Ootee ïñongante wadäni , Itota wempocä ingampa , ante ",pönënönänimpa,True, 
 , Ñöwo guiquënë Oodeoidi ïnämaï ïnäni ince tece ,pönëñönänite,True," mïnitö ïñömö teëmë cönönancapente baï cedinque tömënäni ïnänite , Ceedäni , ante wee ämïnipa töö "
 ,’ Ante ,pönëñongä,True," tömënäni , ‘ Ïninque bitö ämi godinque abe wiquïmöni , ämitawo "
 ," Ayë , Botö pönö cebo ate mïnitö Ao ämïni ïninque mönö godongämë wee cete quëwengëimpa , ante tömengä teiyë waëmö nänö angaïnö ante cöwë ",pönënongä,True, inte ñöwo ïinque cecampa 
 , Ede wede ,pönëñongante,True, ede waocä beyë tömää do cete impa 
 , Mänömaïnö ante apënedinque Caiapato mä nänö ,pönënonque,True, ante wïï angacäimpa 
 ," Guiite ayömo , Itota nänö öñönïñömö ebänö ï , ante adinque , Tömengä ñäni ömëmonte quëwengä ingampa , ante ",pönentabopa,True, 
 ," Mänïñömö wäï wocente owodinque mönitö , Quingë pongamö ince wëñee pömompa , ante wedinque mönitö , Woboyë nanguï pëmë tedë baquinque mönitö Wengonguï beyë ante mönö cënämaï ëöne do ïinque batimpa , ante ",pönentamönipa,True, 
 , De änäni ,pönente,True," wedinque wäänä edö cete piyënë cequïnää ,” ante Eedëmiya wodi yewëmongacäimpa "
