x," Itota ingante apënedinque wëne awënë , — Bitö botö weca ede weëninque , Tatänabi bitö Wengonguï Awënë baï ïnömi ïmipa , ante watapë ",apënebi,True, ëñëmoe 
x," Ayë onquiyengä pämente goyongä wacä onguïñengä tömengä ingante godö möninque adobaï në towengä bacampa , ante ",apënebo,True," ëñëmaïmïnipa ,” ante Itota apënegacäimpa "
x," Bitö öönedë Awënë ingaïmi inte inguipoga Awënë adobi ïnömi inte ede mänömaï cebipa , ante adinque botö bitö ïmite waa ate pönëninque ",apënebopa,True, 
x," Äñongante , — Oodeabe ïñömö Bedëë näni quëwëñömö mänïñömö ëñacecäimpa , ante Wengonguï beyë në ",apënecä,True," ince ïïmaï ante yewëmongacäimpa , ante apënedänitapa "
x," Incete , Wengonguï ïïmaïnö ante ",apënecampa,True, 
x," Änewëñongante Itota weetë , —“ Bitö Awënë Wengonguï weca ede weëninque tömengä ingante , Bitö Wengonguï ïmidö anguënë , ante watapë ",apënecebiimpa,True, 
x," “ Wengonguï ebänö cecää , ante botö inguipoga quëwënäni näni ceïnö ante odömöninque botö ïñë ënete ",apëneceboimpa,True, 
x," Botö Önöwoca ingante da pönömo ente ëwocadinque botö ïmo në cecä ïñömö , Botö nö cete apente anceboimpa , ante tömengä oodeoidi ïnämaï ïnäni ïnänite mäo ",apënececäimpa,True, 
x," Mïnitö guiquënë , Wadäni mönö waa cedïnö adinque mönö Mempo öönedë në quëwengä ñäö baï tömengä nänö ëmönö ante waa ate ",apënecedänimpa,True," , ante cedinque cöwë ñäö baï pönëninque waa cete quëwëedäni ,” ante Itota odömonte apënecantapa "
x," Ayë , Awënëidi tönö në ëñënämaï ïnäni adobaï ëñencedänimpa , ante cedinque botö ämo ëñëninque mïnitö ïmïnite mäo pancabaa awënëidi gobedönadodoidi weca ayë tömäme awënëidi odeyeidi weca gönönäni gongëninque mïnitö botö beyë ",apënecemïnimpa,True, 
x," Ede mïnitö gote ebänö wëñë ingante apënemïni baï botö adobaï ede gote ede weëninque ede , Wengonguï Awënë ïmidö anguënë , ante watapë ",apënecete,True," ante ämopa , ante Edode önonque ante pönëninque apënegacäimpa "
x," Ayë mänïnö ancete ante mïnitö Wengonguï ëmöwo ante apënedämaï ïmïni incete mïnitö , Ööne tëï ongö baï impa , ante ",apënedämaï,True, ïedäni 
x, Ante ,apënedäni,True," ëñente wedinque Edode weetë në nö ëñënäni ïnänite awëmö äñete pönäni ate , Nëmö eyedënö mä pönï tamö amïnitawo "
x," Mänïnäni guiquënë , Botö apënebo adinque waodäni pönö waa acedänimpa , ante pönëwëninque mïnitö odömöincönë go guiidinque në gongëninque Wengonguï ingante ",apënedänipa,True, 
x," Äñongante , — Oodeabe ïñömö Bedëë näni quëwëñömö mänïñömö ëñacecäimpa , ante Wengonguï beyë në apënecä ince ïïmaï ante yewëmongacäimpa , ante ",apënedänitapa,True, 
x, Godäni ïninque ede Ootee wïïmöñongä Wengonguï anquedo ingante da pönongä ponte ,apënedinque,True," , “ Edode do Wëñengä ingante wënoncete ante diqui mincecäimpa cebii "
x, Ayë mïnitö ïmïnite në togente pänäni beyë ante Wengonguï ingante ,apëneedäni,True, 
x," Ïninque , Näatadënö ingampa , ante pemoncedänimpa , ante Wengonguï beyë në apënegaingä nänö angaïnö baï cedinque wadäni ñöwo mönö Codito ingante , Näatadënö , ante pemonte baï ",apënegadänimpa,True, 
x," Ayë apënedinque , “ Botö mïnitö ïmïnite nanguï ayë ",apëneïnente,True, webo incete mïnitö ñöwo ganca edö cete ëñenguïmïnii 
x, Tömengä ingante adinque weetë adodö pöninque ,apënemïni,True, ëñëmoedäni 
x, Tömëmïni ede mänömaï äninque ede nö ,apënemïnipa,True, 
x, Mönö waocabo tömämö në babe ,apënemö,True, ïñömonte Wengonguï ïñömö nö pönï cecä ingaïnö anguënë 
x," Ayë tömengä Önöwoca pönö cecä ente ëwocadinque mönö guïñënedämaï inte ede , Mempo , botö Wempo , ante ",apënemompa,True, 
x," “ Pancadäniya , Wengonguï beyë në ",apënemöni,True," ïmönipa , ante në babe apënedäni ïñönänite mïnitö gomö ate tömënäni ïnänite ëñënämaï ïedäni "
x, Bitö ëmöwo Teiyë Waëmö ëmömi adinque mönitö bitö ëmöwo ante waa adinque ,apënemönipa,True, 
x," Wengonguï tömengä nänö apente anguïöne ïñonte , Mänïne quïnante önonque tedebitawo , ante angä ëñëninque mïni waocabo edonque ",apënequënëmïni,True, ïmïnipa 
x," Pömïni adinque tömengä weetë pänämaï inte pönö ñimpo cececäimpa , ante ",apënequïnäni,True," incedänimpa , ante yewëmongatimpa "
x, ﻿ Mänïï änanquidi ongöninque ïinque ,apënete,True, weengä adinque teiyënäni tömengä mïñë weengadänimpa 
, Mänömaï ante në ,apënewënäni,True, ïnänite päninque Wengonguï nö cete pangampa 
 ," Ayë botö ënincoo tömancoo ate adinque botö önompo tipempoga mänimpocoo më ongöñoncoo adocooque ëninque , Wengonguï quï , ante cöwë pede pönömo ae ,’ ante ",apënewengampa,True, 
 , Goyönäni wëneidi näni odömonte ,apënewënö,True, ëñente cequïnäni ïnänipa 
x, Mönitö möni ,apëneyedë,True, mïnitö tömämïni beyë ante Wengonguï ingante cöwë waa ate pönëninque apënemönipa 
x, Ante ,apëneyönäni,True," Itota tömënäni ïnänite weetë , — Näwangä ämopa "
