x, Itota ïñömö ,mö,True, ñongantapa 
x, “ Awënë nänö ponguïnö ante töïnö pïnonte baï tee ,möedäni,True," ,” ante aa pebopa , angantapa "
x, Mänömaï ente gote ayönäni në monguingä wantepiyë pönämaï de angä adinque tömënäni tömänäni ede ,möïnente,True, edo edo cedinque mö ñönänipa 
x," Ayë tömengä mïñë në godäni weca weetë adodö pöninque , — Ïñempa cöwë ",mömïni,True, ede cöwë guëmämïni awedö 
x," Äñönänite Itota , — Inguipoga quëwëninque ede mïni waocabo ïñömö do ",mömïnipa,True, 
 ," Ayë mänïnö äñömïni awënë gobedönadodo ëñëninque , Quïmë ",möwëmïnii,True," , ante pïingä adinque ede mönitö weetë wee cedinque tömengä ingante ämöni ëñëninque tömengä pänämaï ñimpo ceyongä mïnitö guïñente wedämaï incemïnimpa "
 , Pancadäniya guiquënë nänöogë ïnämaï ïñongante godö guëa ,möwënänipa,True, 
 , Onquiyengä awëmö todämaï ee quëwëñongante tömengä nänöogengä godö pämengä ïninque onquiyengä në towengä nänö baquinque wacä ingante godö ,möwengampa,True, 
 , Ayë tömengä nänö odömonte apënedïnö baï në ëñente cedäni ïñömö tömengä tönö näni guëa godö ,möwënïnö,True," ante , Mönitö wëne wëne cemöni inte ancaa wewente awedö , ante pönente ñimpo cedämaï ïnäni ïninque tömënäni ïnänite adobaï botö cebo beyenque nanguï wëne wëne bate wewëmaïnänipa "
 ," Ïninque onquiyënäni ince , Në onquiyëmo ïnömo inte botö onguïñengä tönö monguënëmo ïmopa , ante änämaï ïnäni inte godö wacä onquiyengä tönö towente ",möwënönänimpa,True, 
