 , Angä ëñëninque cömäingä ïningä ince ede tömänäni ayönäni engë gantidinque möimpata topo cete nëë ,nëë,True, tao gocä adänitapa 
 ," Ante wee äñönäni Itota ïñömö , — Mänimpodänique ",nëëmïni,True," ince ente mämö pede pönömïni ëmoedäni , angantapa "
 ," Ante weyönänite Itota , — Päö epodö ",nëëmïnii,True, 
 ," Ayë mänïwäa wëninque adocä tëï ëmongä inte wëneidi awënëidi tönö në änäni näni wënonguënencacoo gä pe empote ö ëninque tömengä , Wënoncaincoo ",nëëmïnipa,True," wënonguïmïnii , ante baï wadäni ayönänite badete tote baï cegacäimpa "
 , ‘ Botö ede nëmöidi önompo ëmempoque go mëa ganca botö önönempo tömempo në ,nëëmo,True, ïmo inte botö adobaï yedo concedï tï wodönoincade oodo inte badöincade önompo ëmempoque go mencadea incade ongöñömö adoyömö teceguedë në cegömo ïmopa 
 , Cenguï ,nëëmönipa,True, diyë godömöni cenguïnänii 
 , Mäincoo da wente enguï nëënämaï inte awencata ,nëënämaï,True," inte goedäni , ante botö da godömo godinque mïnitö enguënëmïni inte wemïnitawo "
 , Ede awë yecete ante awenca näni më yequinca eyewa pönï ,nëënäni,True, baï Wengonguï nänö panguinca nëente baï do ede a ongongampa 
 , Ayë geye mëa pönï ,nëënänitapa,True, 
 , Botö bitö ïmite odömonte apënebo bitö ëñënïnö ante bitö ñimpo cedämaï ee ,nëencebiimpa,True, 
 , Waocä mänömaï wo ëwencete ante timpode ,nëengä,True, baï mönö në Ponguingä ïñömö adobaï oo pönï apente ancecäimpa 
 , Nö ante cegaïmo inte botö docä Awënë Dabii nänö wi ënequï në ,nëengaïmo,True, ïmopa 
 , Ïninque awënë yaëmë në nëengä inte wïï önonque ,nëengampa,True, cebii 
 , Tömengä önönempo tömempo ince nëmöidi ëmempoque go mëa ganca ,nëengantapa,True, 
 , Änäni ëñente godonte ence goyönäni ede në monguingä do pongä adinque në ëñente eyepë ,nëënïnäni,True, ïñömö monguingä tönö godongämë monguïmëno oncönë bece guiidäni ïninque ede odemö tee mönete intapa 
 ," Wengonguï quï , ante në godönäni ñënënäni tönö oodeoidi ïnänite në aadäni näni Picencabo tönö da pönönäni pöninque wadäni teiyënäni adobaï yaëmë ",nëëninque,True, canta nëënäni inte Codaa mïñë pönänitapa 
 , Tömënäni da wente ëintaa ,nëënongä,True," inte tömengä ïñömö , Tömënäni da wënïnta ince pancataa botö quï bacëimpa , ante awëmö ënongä inte mänömaï apënecantapa "
 , Ede awë yecete ante awenca näni më yequinca eyewa pönï nëënäni baï Wengonguï nänö panguinca ,nëente,True, baï do ede a ongongampa 
