 ," Apënecä ëñëninque Itota tömengä ingante cöwä adinque waadete pönëninque , — Adodeque ayë ëñente ",cequënëmi,True," ïmipa , ante ämo ëñëe "
 , Mïnitö guiquënë tömënäni nämä beyenque ante nanguï änäni baï wïï adobaï ,cequënëmïni,True, ïmïnipa 
 , Ïñempa mänömaïnö ante pönëmïni ïninque mïnitö ede ebänö ,cequënëmo,True, ïmo ämïnii 
 ," Äninque weetë në pïinte ancedäni ïnänite äninque , — Guëmanguïöne ïñonte mönö ebänö ",cequënëmö,True," ïmöö , ante wee angatïï "
 , Mönitö ïmönite në waa cequënënäni inte pönö wëne wëne cedäni adinque mönitö godö ñimpo cemöni quëwënäni baï bitö në panguënëmi ince adobaï cedinque mönitö në waa ,cequënëmöni,True, inte wëne wëne cemöni adinque pönö ñimpo cebi quëwëmönie 
 , Mönitö ïmönite në waa ,cequënënäni,True, inte pönö wëne wëne cedäni adinque mönitö godö ñimpo cemöni quëwënäni baï bitö në panguënëmi ince adobaï cedinque mönitö në waa cequënëmöni inte wëne wëne cemöni adinque pönö ñimpo cebi quëwëmönie 
 , Incete owempoingä wëñënäni nëengä ïninque nänömoidi nëengä ïninque mänïnäni weetë tömengä beyë ,cequënënänipa,True, 
 , Waocä mempocä ingante waa cequënengä ïñongante wäänä ïnante adobaï waa ,cequënengä,True," ïñongante mïnitö weetë wee äninque , Waocä wempocä ingante wäänä ïnante ïïmaïnö ante apënececäimpa , änewëmïnipa "
 ," Waoda , Möna guëa cecaya ïmönapa , ante Ao äna ate adocanque inte edö cete wadö ante ",cequënengää,True, 
 , Æcämenque ingante cequënëmïni ïmïni inte mïnitö tömänäni ïnänite mïni ,cequënenganca,True, do godö cemïni encedänimpa 
 , Mänïnö mïni ëñënämaï ïnö beyë mïnitö Awënë Wengonguï Odeye nempo quëwente mïni ,cequënënö,True, ince ö ente baï cecä wecemïnimpa 
 , Incete tömengä nänö waa ,cequënënonque,True," ante cecä adinque mïnitö , Mänïnonque ede cecëimpa , ante nanguï cequënëmïni ïmïnipa "
