 , Bitö nö Wengonguï Wëmi ïmi ïninque ede o togempote o togëwate ,weëe,True," , ämönipa töö "
 ," apënedinque , — Ïingä , “ Wengonguï teiyë waëmö oncö ongö incete botö ïñömö tëï pïñëmo ïnömo inte godö cebo baï wo tenguïmë ",weëmaimpa,True, 
 ," Weetë adocä tömengä awënë , Wëne wëne cebipa , angä wedinque ede të go ",weëmaingampa,True, 
x, Weyönäni botö Waobo në ëñagaïmo inte boguïmancodë mämö pöninque botö tëï pönï pïñëmo inte ñäö apäite baï waëmö ëmonte ,weëmo,True, acedänimpa 
x, Pabodo ,weëmö,True," adinque önöwënenque pönëninque , Ïingä nänö waa bawaquinque në pönengä ingampa , ante do pönente wedinque ,"
x, Gote quiyayongä pancamonga taadö ïñömö ,weëmompa,True, 
x, Äninque Etiopebe awënë angä cabayo në gongë ate Pedipe tönö guëa epënë ti ,weëna,True, ate Pedipe tömengä ingante epënë guidongä guiicantapa 
x, Incete mïnitö Mempo änämaï ïñonte ayamö adocanque ince yeipodë ,weënämaï,True, ingampa 
x, Ti ,weënäni,True," adinque mänïöme quëwënäni guiquënë , Tömengä Itota ingampa , ante do adinque tömäme mäo gode ä gode ä cedäni ëñëninque wëne wëne ïnäni ïnänite tömänäni ïnänite tömengä weca ente mämönäni pönänitapa "
x," Pancadäniya guiquënë , Wengonguï impa , ante näni badönïñömö gäänë ede ",weënänipa,True, 
x, Ayë ëmëmäa taodinque tömënäni Guënetadetebe ti ,weënänitapa,True, 
x," Ede , Tömengä inguipoga tadömengadë do ",weëningä,True," inte eigacäimpa , ante odömoncete ante yewëmongatimpa "
x, Ede nenque tamönö quëwëñömöni Awënë nëmö ta ñongë adinque mönitö tömengä weca ede ,weëninque,True," ede , Bitö Wengonguï ïmidö anguënë , ante watapë apënece pömöni ïmönipa , änänitapa "
x, Bodoga ei të contate taadonque goyongä tömengä nänö goquïnö ante waodäni weocoo ,weënö,True, bee podöwadänitapa 
x, Mänömaï beyenque në pïïnäni ïñömö mïnitö ïmïnite be tadäni të go ,weëñömïnite,True, wënönäni wencemïnimpa 
x, Pabodoidi ïñömö Papo ïñömö wade godinque wipodë ñënempodë wogaa taodinque Pampidiabe pöninque Pedegue ïñömö ti ,weëñönäni,True, Wäö weetë adodö Eedotadëë gocete ante tömëna ïnate ëmö cete wade gogacäimpa 
x, Tëëmancodë ïnö ñäwäi ta pöninque inguipoga ïñömö ,weëñönänite,True, wacä godö cecä beyenque tömënäni tëïmö badinque emëñe inguipoga quëwënäni baï të guiidäni badänitapa 
x, Pö ,weëñongä,True, tömengä ingante në pönente wengaïnäni tömënäni täno ñäni ömëmoncedänimpa 
x, Ediya wabänö ponte o togente pede ,weënongä,True, abaimpa 
x, Angä ëñëninque wëne në wentamö ëwocacä ïñömö waocä ingante quidi quidi mäo të gotodö go ,weëñongante,True," , Ye ye , äninque dobe tao gotapa "
