x, Apënedäni ëñëninque ede në godönäni ñënënäni guiquënë në aadäni näni Picencabo tönö ,pönë,True," cöninque godongämë Ao äninque tontadoidi në wee wänönäni ïñönänite tiguitamö padatamö bacoo godöninque ,"
x, Mïnitö öönedë Awënë Odeye nempo guiicete ante wapiticë mïni pönëwënö wido cedinque wëñënäni näni piyënë cete pönënö baï ,pönëedäni,True, 
x," Apënecä ëñëñönäni pancadäniya guiquënë , Wïï ",pönëïnente,True," awedö , ante Baa äninque Wengonguï Awënë taadö ante wïwa tedewënänitapa "
x, Mïnitö guiquënë mïnitö ïmïnite në waadedänique ïnänite waadete ,pönëmïni,True, ïninque mïnitö mïni cedïnö beyë ante dice paga enguïmïniyaa 
x," “ Në cömäingä nänö wëne wëne cedïmämo ante do ñimpo cetimpa ,” ante botö Wengonguï baï ämo ëñëninque mïnitö guiquënë , Wengonguï ingampa diyë mänömaï cequingää , ante ",pönëmïnipa,True, 
x, Weetë mäningä onguïñengä ïñömö Itota ïñömö tömengä nö pönï nänö entawënö ante pönongä ente entawëmö beyenque mönö në ,pönëmö,True, tömämö weetë Wengonguï ayongä ede nö cete quëwëmö ïnömö ïmompa 
x," Incete tömengä adocanque Wengä Wengonguï weca në quëwënongä inte , Mempo ebänö ingaingä ingää , ante tömengä odömongä ate ",pönëmompa,True, 
x," Mönö Awënë tömengä nänö në da godönïnäni ïñömö tömengä ingante äninque , — Wedenque pönëmöni ïñömönite bitö pönö cebi ëninque mönitö edemö wede ",pönëmöni,True, bacemönimpa 
x," Mänömaï ceda incete mänïñömö quëwënäni pancadäniya , Oodeoidi baï pönëmönipa , äñönänite wadäni guiquënë , Itota da godongä në pöna baï ",pönëmönipa,True," , ante pancadäniya wadö pancadäniya wadö cedänitapa "
 , Äïmö ante mïni ,pönëwëmämo,True, adobaï ñimpo cedinque enguï pönï mïni badïmämo ede ñimpo ceedäni 
 ," Äñongante Pegodo , — Bitö mïni godonte ëintaque pede godöninque , Wengonguï Önöwoca nänö da pönönongä ingante enceboimpa , ante ",pönëwëmii,True, 
 ," Incete mïnitö , Pabodo në wëne wëne pönengä inte awëmö encete ante babe cecampa , ante ",pönëwëmïni,True, awedö 
 ," Ante pönëñönäni Itota tömënäni näni pönëwënö ante önöwëninque do ëñëninque ede , — Mïnitö mïmöno quïmë wïwa ante ",pönëwëmïnii,True, 
 ," Paditeoidi guiquënë , Godö ämö ëñëninque Itota wabänö adodeque oda cedete wecä tocëï , ante ",pönëwënäni,True, inte tömengä weca pöninque änänitapa 
 , Wïwa ceïnente näni wewënö ante cecete ante në pönëwënäni guiquënë tömënäni näni wenguinque mänïnö ante ,pönëwënänipa,True, 
 , Adinque Dida quëwënäni tönö Tadöö quëwënäni tönö wëënë näni ,pönëwengaïnö,True, ante ëmö cedinque Wengonguï Awënë gämënö pönänitapa 
 , Mïmönë nanguï ëïnente wedinque mäincooque ante ,pönëwengampa,True, 
 ," Tömënäni nämä ince , Botö gomonga waa ëñëmopa , ante ",pönëwenguïnäni,True, ïnänipa 
 ," Mänïnäni guiquënë , Botö apënebo adinque waodäni pönö waa acedänimpa , ante ",pönëwëninque,True, mïnitö odömöincönë go guiidinque në gongëninque Wengonguï ingante apënedänipa 
 , Ante pönëñönäni Itota tömënäni näni ,pönëwënö,True," ante önöwëninque do ëñëninque ede , — Mïnitö mïmöno quïmë wïwa ante pönëwëmïnii "
 , Wïï Wengonguï nänö änönö ante pönëmi inte bitö waodänique näni ,pönëwënonque,True," ante pönëninque mänömaïnö ante tedebi awedö , angantapa "
 ," Mänïñedë botö Itota wodi Näatadeta quëwengaingä ëmöwo ante näni pönënö ante pïinte cedinque nanguï wido cequënëmo ïmopa , ante ",pönëwentabopa,True, 
 ," Mïnitö guiquënë , Inguipogaque ante ente to wedö , ante Etawoo wodi nänö ",pönëwente,True," cegaïnö baï adocanque ince cedämaï incecäimpa , ante ede wee ceedäni "
