 , Ængë ganti contayongante tömengä önompo bei ongöninque Pegodo töö ëmengä ate edemö engë ,ganti,True,te adiyë gongengantapa 
 ," Wëñengä wodi ingante Itota pede weempo bei ongonte töö ëmëninque , — Tadita cömi , äninque mönö tededö , “ Wëñëmi onquiyëmi engë ",gantibi,True," ,” angantapa "
 , Oodeoidi Wengonguï apënecä näni ëñente yewëmongainta ate odömöincönë go guiidinque tömengä mäninta ate apënecete ante engë ,ganticä,True, 
 , Ayë mänïï angä taodäni adinque Itota pö guiidinque wëñengä baquecä wodi ingante pede weempo bei ongonte töö ëmengä ate wëñengä engë ,ganticantapa,True, 
 , “ Inguipoga quëwënäni tömänäni Awënë baquinque Awenguinto tä bocate baï cedinque Yete Pëingä ïñömö engë ,ganticecäimpa,True, 
 , Mänömaï ïnäni inte babeidi wïñaate wedïnäni baï engë ,gantidämaï,True, ïnäni baï waodäni ince wewëñönäni Itota tömënäni tönö godongämë wewente baï pönengantapa 
 , Ñöwo ïñömö ïïnäni adobaï engë ,gantidäni,True, adinque mïnitö tömënäni ïnänite ee ate gomö aedäni ämopa 
 ," Ayë , Adobeca quëwëninque ince awënë ingante wido cecete ante engë ",gantidänipa,True," , ante tededäni ëñëninque mïnitö ïñömö ede guïñënämaï ïedäni "
 ," Ede , “ Cencete ante becete ante të contadinque tömënäni Ye ye owempocete ante engë ",gantidänitapa,True," ,” ante yewëmongatimpa cemïnii "
 , Ëñëninque Ootee tömengä nänö wïïmööne ayaönënëña ince engë ,gantidinque,True, Wëñengä näna badancaya ïnate ö ëninque ede Equitobe gocantapa 
 , Ede guiidinque mïni engë ,gantidö,True, baï Itota Codito ñäni ömëmonte quëwengä beyenque mïnitö adobaï ñäni ömëmonte quëwëmïnipa 
 ," Go weënäni adinque Itota tömënäni weca ponte godö gampodinque , — Guïñënämaï inte engë ",gantiedäni,True," , angantapa "
 , Onquiyengä mänïñömö ongongä ïñömö tömengä dietiocho wadepo ïñonte wëne guiicä ate boce boce wewëningä inte edö cete adiyë engë ,gantiquingää,True, 
 , Ængë ,gantite,True, Wëñengä näna badancaya ïnate ö ente Equitobe wodii goe 
 ," Ayë ate ede awënë , Mïnitö ëmöwo ponte yewëmoncemïnimpa , ante nänö änïñedë wacä Gadideabe quëwëningä Oodaa adobaï awënë ingante wido cecete ante engë ",gantiyongä,True, nanguï ïnäni tömengä mïñë goyönäni tömengä ingante wënönäni wengä ate näwë adobaï gogadänimpa 
