 , Mönö ,quëwëmämo,True, ïñömö godömenque impa 
 , Ïñempa inguipoga quëwëninque bitö ëmempoque empobi incete ëmentique entibi incete bitö öönedë eidinque cöwë wënämaï ,quëwëmi,True, ïninque waa ïmaimpa 
 , Mönitö guiquënë Möitee ëmïñëmöni ïmöni apa ,quëwëmii,True," , änänitapa "
 ," Ïñempa wadäni në , Nämä cete quëwenguïmo , ante në ëñënämaï cedäni ince mïni cedö baï adoganca cedäni apa ",quëwëmïni,True, 
 ," Ayë nämä wee äninque , ‘ Mönitö adomönique docä Abadäö wodi pëïmöni inte möni quëwenguinque ïmönipa ,’ ante mïni tedewënö ante pönënämaï inguënë ",quëwëmïnii,True, 
 , “ Tente pëïmïni baï ïnömïni inte mïnitö ïñömö ëñënämaï cete ,quëwëmïnipa,True, 
 , Mönö Codito Önöwoca tönö ääwocaque baï ëwocadinque godongämë watapë ,quëwëmïnitawo,True, 
 , Ayë weetë botö Waobo ëñagaïmo inte ede ponte në cente bete ,quëwëmo,True," adinque botö ïmotedö ante mïnitö ïñömö , Cëowëobi inte cëmipa "
 , “ Mönö nantate wewëmämo ö ëninque mönö daicawoidi teëmente gote mäo wido cete baï cedinque tömengä teëmente wengä beyenque ,quëwëmö,True," ïmompa ,” ante Itaiya nänö angaïnö baï Itota cegacäimpa "
 ," ‘ Önömoncawë wee ëmoncate baï wee gompocecäimpa ,’ ante cedinque tömengä mönö ïmonte në enguingä ingante da pönongä pöninque ïingä weetë engä beyenque ",quëwëmompa,True, 
 , Bitö ämaï näwangä wëne wëne cete ,quëwëmöni,True," inte wemönipa , ante wedäni ëñëninque Wäö Oododänö epënë guidongä guiidänitapa "
 , Bitö nempo quëwëninque mönitö wantepiyë weetedö weetë cedämaï inte godongämë piyënë cete waa ,quëwëmönipa,True, 
 ," Ayë , Wëne wëne botö cedïnö ante Wengonguï pïïnämaï inte pönö ata cepocä ",quëwëmopa,True," , ante edonque acëimpa , ante odömöninque epënë guiiedäni , ante Wäö angacäimpa "
 , Mänïï ëmëmäa tao ti weente Guedatabe pöñongä wëne inte ,quëwëna,True, ïñömö wao wodido quëwente pöninque Itota ingante mämö bee tënatapa 
 ," Tömengä ingante adinque , Mönitö öme ïñömö ",quëwënämaï,True," gobäwe , ante nanguï angadänimpa "
 , ﻿ Itota Bedëë näni quëwëñömö ëñacä ate mänïñedë ede Edode Oodeabe awënë odeye nänö ïñedë ede në nö ëñënäni gobe nenque tamönö ,quëwënäni,True, inte Eedotadëë pongadänimpa 
 , Incete waodäni näni wëne wëne cedïmämo ante botö Waobo ëñagaïmo inte inguipoga quëwëninque në ämo inte ñimpo cebo ,quëwënänipa,True," , ante mïnitö ede ëñencemïnimpa , ante botö ïïmaï cebopa "
 , Godinque Ootee näni wencabo Näatadeta ponte ,quëwënänitapa,True, 
 , “ Oodabe awënë gobedönadodoidi teiyënäni ïñönäni mïnitö adobeca Oodabe quëwëninque Bedëë ïñömö mïni ,quëwencabo,True, ïñömö mëa pönï ïmïni incete ede wïï önömïnique incemïnimpa 
 , Godinque Ootee näni wencabo ïñömö Edode nänö wenguinganca ,quëwence,True, gogadänimpa 
 , Wëne wëne bitö cedïmämo ante bitö ñöwo ñimpo cete ,quëwencebiimpa,True, 
