,""" Može se reći da se Van Rompuy",osjeća,True,"inferiornijim od jako malo ljudi , a uvjeren je da ovaj skromni način vođenja Europe iz pozadine , uz tiho širenje utjecaja , zapravo jedini mogući način vođenja Europe ."
,Upitan,osjeća,True,"li se kao upravitelj hotela kad su u pitanju predsjednici vlada , Van Rompuy se nakostriješi ."
,Mora da je grozna bol koju,osjeća,True,...
,"Droutsas , čija zemlja treba preuzeti šestomjesečno rotirajuće predsjedavanje EU od Litve 1. siječnja 2014. godine , također vidi potrebu oživljavanja procesa daljnjeg proširenja , unatoč "" umoru od proširenja "" koji se danas",osjeća,True,u mnogim državama članicama .
,Izjavila je i kako je trenutačno zadovoljna sobom jer ' s godinama čovjek stekne sigurnost i iskustvo pa mu ne trebaju tuđi komplimenti da se dobro,osjeća,True,u svojoj koži ' .
,Potom iz nje izlazi energija koju pacijent,osjeća,True,kao toplinu koja se širi njegovim tijelom .
,"Umjesto osjećaja krivnje ili grižnje savjesti ,",osjeća,True,se ponosan na svoje ponašanje prema žrtvi .
,"ZAGREB Desetogodišnja djevojčica iz Sinja kojoj je na KBC-u Rebro operativnim zahvatom presađen bubreg ,",osjeća,True,se dobro i uspješno se oporavlja - izjavio nam je u subotu voditelj transplantacijskog tima dr. Zvonimir Mareković .
,"Češće se rasplačem od smijeha nego od tuge , ali ne zato što potiskujem svoje",osjećaje,True,"tuge , nego jednostavno nisam tužna tako često ."
,Posljedice promjene klime već se sada,osjećaju,True,", te će se i dalje pojačavati ."
,"Ipak , stanovništvo Katange nastavlja živjeti u iznimnom siromaštvu dok se multinacionalne tvrtke",osjećaju,True,ugrožene dolaskom kineskoga kapitala .
,"Albanija "" je jedna od prvih zemalja koje",osjećaju,True,"posljedice tog krijumčarenja , zato što poznati koridor koji se proteže duž Turske , Bugarske , Makedonije i drugih mediteranskih zemalja Albaniju čini jednom od prvih zemalja koje se suočavaju s tim krijumčarenjem "" , dodao je Ivanov ."
,Kosovo i njegovi susjedi,osjećaju,True,oštrinu globalne gospodarske krize .
,"Prema Mihailu Jovoviću , uredniku dnevnika Vijesti , mnogi Crnogorci jednostavno",osjećaju,True,kako još uvijek nedovoljno participiraju u gospodarstvu i političkom životu zemlje .
,Velika zajednica na kojoj se okupljaju IT profesionalci i oni koji se takvima,osjećaju,True,.
,Posljedice toga na svojoj koži prije svega,osjećaju,True,oni kojima je njega potrebna a to su stari i bolesni .
,Pored svih nedaća koje stariji članovi društva,osjećaju,True,"u tranzicijskim zemljama , poput niskih mirovina i sve skupljeg zdravstvenog sustava , Rumunjsku i Bugarsku je pogodio i akutni manjak njegovatelja ."
,"Šifra ovdje ne skriva ništa skandalozno , neće iznijeti na vidjelo nikakvu romantičnu tajnu ; ona nas , poput kompjutorske igrice , poziva da prvo zagonetku uočimo , potom da je odgonetnemo i da , pri odgonetanju , osjetimo sjenku onog zajedništva koje mora da su",osjećala,True,dva dalmatinska plemića razmjenjujući oko 1520. takve doskočice na relaciji Hvar Split .
,Potrebno vam je samo nekoliko minuta kako biste se,osjećali,True,bolje .
,""" Ne",osjećam,True,"se kao građanin drugog reda , iako je puno onih koji me svakodnevno pokušavaju uvjeriti da jesam "" , rekao je za SETimes ."
,""" Bolje se",osjećam,True,s gotovinom u džepu .
,Na ruku mi slete dva šarena leptira u čijem se društvu,osjećam,True,kao u zagrljaju proljeća .
,"Ipak , sposobnost",osjećanja,True,tuđih emocija ima i negativnu stranu .
,Možemo samo zamisliti kako se,osjećao,True,Alonso dok je gledao kako mu naslov izmiče iz ruku .
,"Ako vam netko pred policijom prizna počinjenje krivičnog djela , a tom priznanju nije prisutan branitelj , a pred istražnim sucem isto to porekne , onda nema dokaza , vi se",osjećate,True,"glupo jer znate pravu istinu , a od tog saznanja nema nikakve koristi ."
,Ako se ne,osjećate,True,"dobro u svom tijelu , a svi nalazi krvi pokazuju da ste zdravi , možda je balansiranje hormona pravo rješenje za vas ."
,Nazovite liječnika i u slučaju da se jednostavno ne,osjećate,True,dobro .
,Zdravlje - Izmjenjivat će se razdoblja kad ćete,osjećati,True,"snagu tijela i duha s onima u kojima ćete zbog tereta odgovornosti osjećati velik umor , bezvoljnost i frustraciju ."
,Kako se dijete spušta također možete,osjećati,True,"povećan pritisak u donjem dijelu trbuha , što može dovesti do nelagode kod hodanja , a vjerojatno ćete morati i mokriti češće ."
,Ljudi bi se mogli,osjećati,True,"odmorno i opušteno kada se ujutro probude nakon dodatnih sat vremena sna , no zapravo im treba tri dana da se naviknu na to ."
