x,""" Moramo ",priznati,False," da ustavna reforma , koja je započela 2000. godine , nije dovršena . 
"
x,"Međutim , u intervjuu u utorak , Jandroković je ",priznao,False," kako to neće biti lagan zadatak te da će biti potrebno mnogo teškog posla . 
"
x,Iako su članice Saveza ,priznale,False," kako je Makedonija ispunila preduvjete za članstvo , problem oko imena ostaje zaprekom . 
"
,""" Hrvatska je sada ",priznata,False," kao zemlja s jakom demokracijom koja poštuje zakon i zajedničke vrijednosti EU "" , dodala je . 
"
x,Rusija nije ,priznala,False," neovisnost Kosova , ali prema podacima partnerskih službi , tamo se odvija određena priprema narkotika , koji se poslije dijele na porcije i prodaju "" , izjavio je Ivanov , a prenosi albanski TV Alsat . 
"
x,Srpska zajednica od tada odbija ,priznati,False," tu odluku , stavljajući pred nekoliko izazova UN i kosovske vlasti - uključujući , početkom ožujka , preuzimanje željezničke linije od strane Srbijanskih željeznica . 
"
,""" S prvim ",priznavanjem,False," jedne izbjeglice do sada , Hrvatska je načinila važan korak u smjeru funkcionalnog sustava azila , u skladu s Konvencijom o izbjeglicama iz 1951. godine i europskim standardima i praksom "" , izjavio je predstavnik UNHCR-a u Hrvatskoj Jean-Claude Concolato . 
"
,"Tijekom prezentacije projekta suradnje u ožujku , ravnateljica Documenta Vesna Teršelič kazala je kako velikom broju ljudi postaje neugodno kada dođe do ",priznanja,False," odgovornosti za određeni zločin . 
"
x,"Izjavio je Dnevnom avazu kako je "" jedini zemljovid BiH kojeg ",priznaje,False," onaj s RS-om te teritorijalnim i političkim kapacitetom koje posjeduje . 
"
x,"Zvezdan Jovanović , zamjenik zapovjednika JSO-a , uhićen je nekoliko dana nakon ubojstva i kako je izvješteno ",priznao,False," je kako je on ispalio metak koji je ubio Đinđića . 
"
,U rezoluciji se također poziva Turska na ,priznanje,False," Republike Cipar i povlačenje svojih postrojbi s otoka . 
"
x,Na koncu je samo međunarodno ,priznati,False," dio mediteranskog otoka pod nadzorom ciparskih Grka ušao u EU 1. svibnja iste godine . 
"
x,Tursku Republiku Sjeverni Kipar ,priznaje,False," samo Ankara . 
"
x,"Ankara se također poziva da u cijelosti ratificira i provede protokol kojim se njezina carinska unija sa EU proširuje na svih 25 zemalja članica , te ",prizna ,False,"Republiku Cipar . 
"
,Turska je priopćila kako proširenje carinskog sporazuma nije ravno ,priznanju,False," vlasti ciparskih Grka . 
"
x,""" Srbija je u više navrata priopćila kako ' nikada neće ",priznati,False," neovisnu državu Kosovo ' , što znači da se nikada neće pridružiti NATO-u . 
"
,Moskva je konstantno branila stajalište Beograda protiv ,priznavanja,False," Kosova kao neovisne države . 
"
x,""" Irska je bila među prvim zemljama koje su ",priznale,False," neovisnost Kosova , jer vjerujemo da je njegova budućnost u EU "" , kazao je Cowen dodajući kako je Irska spremna podijeliti iskustvo iz svojeg dugotrajnog mirovnog procesa . 
"
,"Svrstavajući se na stranu Srbije , predstavnik Rusije Kirill Gevorgian zanijekao je da je narod Kosova ikada bio "" ",priznat,False," kao subjekt samoopredjeljenja "" . 
"
x,Odnosi dviju zemalja zategnuti su od kada je Makedonija prošle godine ,priznala,False," Kosovo . 
"
